Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)
ENSOCUG00000032524	1	100247783	100249245
ENSOCUG00000035870	1	100271578	100273071
ENSOCUG00000017118	8	35903442	35957966
ENSOCUG00000035461	1	100463669	100464810
ENSOCUG00000036382	1	100465826	100467501
ENSOCUG00000002425	16	27049200	27608942
ENSOCUG00000000464	10	31074606	31076516
ENSOCUG00000013686	8	36028866	36157494
ENSOCUG00000007145	17	76752562	76935449
ENSOCUG00000016881	4	33360200	33362738
ENSOCUG00000011836	13	39870586	39878853
ENSOCUG00000018397	GL018802	708852	708958
ENSOCUG00000000683	X	2726687	2753067
ENSOCUG00000033560	2	28853363	28930367
ENSOCUG00000026024	8	36086336	36087538
ENSOCUG00000007564	14	83317603	83318765
ENSOCUG00000010401	4	55711685	55827620
ENSOCUG00000005092	9	16725509	16737251
ENSOCUG00000021556	X	50417464	50420460
ENSOCUG00000004531	12	76384827	76463281
ENSOCUG00000005509	13	27566923	27738727
ENSOCUG00000034481	X	50481894	50483984
ENSOCUG00000011485	12	21778129	21779076
ENSOCUG00000032232	13	108435432	108439344
ENSOCUG00000030059	9	5498217	5499788
ENSOCUG00000013350	4	38037850	38041364
ENSOCUG00000022701	X	50503915	50508523
ENSOCUG00000033478	17	14513955	14561760
ENSOCUG00000004661	8	6149283	6225551
ENSOCUG00000014711	13	133457630	133576967
ENSOCUG00000025090	8	6195144	6195251
ENSOCUG00000017338	11	4182591	4668998
ENSOCUG00000034445	13	63473661	63496404
ENSOCUG00000003473	13	8123659	8239885
ENSOCUG00000015473	2	38786672	39234971
ENSOCUG00000033964	1	192155170	192156120
ENSOCUG00000016168	8	6230464	6280258
ENSOCUG00000017170	GL018802	794658	986444
ENSOCUG00000009052	3	87062320	87433509
ENSOCUG00000010709	4	4216813	4220543
ENSOCUG00000005596	17	37877962	37888614
ENSOCUG00000035674	4	17177051	17179093
ENSOCUG00000020449	4	17189431	17189587
ENSOCUG00000024805	10	31099217	31271622
ENSOCUG00000004499	19	44560251	44573628
ENSOCUG00000021290	15	17356607	18013173
ENSOCUG00000001424	4	19403145	19406226
ENSOCUG00000003087	14	59811822	59819678
ENSOCUG00000028357	4	6702163	6702241
ENSOCUG00000034060	14	141838229	141844380
ENSOCUG00000037525	14	110853219	110853346
ENSOCUG00000013621	3	15881596	15891281
ENSOCUG00000036974	17	14687077	14711107
ENSOCUG00000031792	3	96577237	96577587
ENSOCUG00000014345	X	50556869	50854838
ENSOCUG00000003809	GL018803	2659	9376
ENSOCUG00000013553	15	73996368	74061721
ENSOCUG00000000375	11	53438512	53455130
ENSOCUG00000001301	12	14730562	14739897
ENSOCUG00000037284	16	72898743	72901139
ENSOCUG00000012118	13	63617984	63619138
ENSOCUG00000011419	16	72921124	73007315
ENSOCUG00000031140	2	35538209	35539326
ENSOCUG00000002765	19	37002720	37039610
ENSOCUG00000002296	17	14711128	14845959
ENSOCUG00000003045	13	38561859	38564509
ENSOCUG00000029811	13	16044902	16045880
ENSOCUG00000015209	X	10589831	10919114
ENSOCUG00000038499	7	20934462	20936675
ENSOCUG00000010991	4	17618785	17619255
ENSOCUG00000039143	13	16427233	16432473
ENSOCUG00000017717	GL018803	47445	89284
ENSOCUG00000016207	X	68569609	68570643
ENSOCUG00000004524	10	36656840	36867787
ENSOCUG00000012438	9	14982429	15010936
ENSOCUG00000006209	13	42709495	42711688
ENSOCUG00000007248	13	34634045	34634986
ENSOCUG00000015389	8	29175742	29461042
ENSOCUG00000001639	13	34654583	34655527
ENSOCUG00000010809	19	11026637	11044954
ENSOCUG00000022281	13	34670818	34678508
ENSOCUG00000038089	8	6321582	6326468
ENSOCUG00000038173	2	12886712	12890242
ENSOCUG00000020644	8	6360937	6361039
ENSOCUG00000024678	12	102053889	102054983
ENSOCUG00000034397	8	54625562	54796159
ENSOCUG00000005416	12	21822106	21823050
ENSOCUG00000003637	17	14922291	15049587
ENSOCUG00000036890	17	15181641	15181856
ENSOCUG00000037250	13	39937742	39943146
ENSOCUG00000003348	17	69383826	69395854
ENSOCUG00000010835	4	6798942	6913384
ENSOCUG00000023680	11	31974086	32013982
ENSOCUG00000001427	4	19412064	19422202
ENSOCUG00000036700	12	10723736	10730957
ENSOCUG00000036325	12	31103127	31108562
ENSOCUG00000010988	4	17656198	17827346
ENSOCUG00000010857	10	5829636	5947798
ENSOCUG00000031023	12	31166248	31167396
ENSOCUG00000033877	12	31170521	31190604
ENSOCUG00000015213	15	50283885	50302041
ENSOCUG00000026002	10	31383657	31392209
ENSOCUG00000035896	14	124197934	124199654
ENSOCUG00000030066	12	10783092	10783404
ENSOCUG00000025567	15	74065499	74068764
ENSOCUG00000036573	10	5972607	5973677
ENSOCUG00000005426	14	83344227	83347592
ENSOCUG00000036029	14	124555055	124555132
ENSOCUG00000034780	14	124670270	124670399
ENSOCUG00000011382	15	74094058	74169876
ENSOCUG00000015273	X	26081150	26081587
ENSOCUG00000026072	13	108451241	108452881
ENSOCUG00000034315	10	5973210	5976325
ENSOCUG00000037208	X	68570866	68576472
ENSOCUG00000005958	18	62661091	63476345
ENSOCUG00000009612	X	68597551	68598453
ENSOCUG00000034546	10	31423027	31445458
ENSOCUG00000027036	1	126999934	127008283
ENSOCUG00000008996	9	5524642	5578901
ENSOCUG00000002928	8	36191084	36660020
ENSOCUG00000036168	1	192178594	192179538
ENSOCUG00000015277	X	26092403	26106065
ENSOCUG00000038646	1	192189695	192190619
ENSOCUG00000032645	9	50018005	50018241
ENSOCUG00000033898	9	91057248	91059619
ENSOCUG00000026678	7	113514815	113567721
ENSOCUG00000038217	8	36371189	36371592
ENSOCUG00000006655	3	20812819	20831385
ENSOCUG00000024206	7	93543374	93717818
ENSOCUG00000005643	GL018803	107664	177912
ENSOCUG00000004789	16	60290627	60353100
ENSOCUG00000005373	1	69927112	69993976
ENSOCUG00000015229	19	21621750	21679916
ENSOCUG00000002977	4	48777188	48840174
ENSOCUG00000009242	11	62790231	62807644
ENSOCUG00000037743	4	67813479	68035784
ENSOCUG00000022945	10	31565730	31585374
ENSOCUG00000030672	11	53531518	53532573
ENSOCUG00000023370	13	16443250	16509855
ENSOCUG00000033320	13	8342696	8345243
ENSOCUG00000008140	13	80949075	81103810
ENSOCUG00000029219	4	33388113	33392376
ENSOCUG00000033208	12	31205105	31205812
ENSOCUG00000006182	10	31654664	31661671
ENSOCUG00000036360	12	31246190	31256089
ENSOCUG00000002007	13	95699485	95832302
ENSOCUG00000038253	10	5974079	5975449
ENSOCUG00000015900	X	63048029	63376946
ENSOCUG00000013984	14	141941632	142001931
ENSOCUG00000025968	12	23799364	23800766
ENSOCUG00000012322	12	31272354	31284836
ENSOCUG00000022766	X	63064055	63064182
ENSOCUG00000013962	13	34705022	34705969
ENSOCUG00000037241	X	63088620	63088688
ENSOCUG00000036270	12	21861577	21866115
ENSOCUG00000027120	13	41741072	41757293
ENSOCUG00000019221	13	114863764	114863825
ENSOCUG00000022902	12	102154566	102154669
ENSOCUG00000006777	13	55586935	55665101
ENSOCUG00000010987	18	24664279	24714457
ENSOCUG00000007257	13	42713886	42714074
ENSOCUG00000002670	15	62725287	62756208
ENSOCUG00000018742	13	31317949	31318082
ENSOCUG00000005597	17	37929276	38403373
ENSOCUG00000029995	19	48833046	48838571
ENSOCUG00000013956	13	34727110	34733733
ENSOCUG00000015022	3	69943365	70318517
ENSOCUG00000016474	1	48145890	48262511
ENSOCUG00000004362	19	48854034	48896174
ENSOCUG00000002407	8	33976092	33991847
ENSOCUG00000013584	8	36752430	36779451
ENSOCUG00000019205	19	7597892	7597988
ENSOCUG00000000107	9	50021416	50049478
ENSOCUG00000028159	GL018803	179069	179372
ENSOCUG00000010198	1	18242241	18444193
ENSOCUG00000031503	8	54800628	54841032
ENSOCUG00000034252	3	82465327	82465478
ENSOCUG00000014665	X	2830098	3080925
ENSOCUG00000004447	13	131692107	131706214
ENSOCUG00000037046	8	55127164	55151880
ENSOCUG00000038611	1	100570515	100602524
ENSOCUG00000029234	4	36572784	36580371
ENSOCUG00000030621	1	100842162	100844549
ENSOCUG00000029681	20	25497985	27278614
ENSOCUG00000009613	X	68614527	68633363
ENSOCUG00000036529	10	6118258	6118494
ENSOCUG00000021137	18	45921312	45925003
ENSOCUG00000033623	10	6317126	6317417
ENSOCUG00000036927	1	100886996	100900942
ENSOCUG00000002902	4	68381116	68384342
ENSOCUG00000001907	16	47801618	47831652
ENSOCUG00000033104	10	6397156	6411294
ENSOCUG00000030426	4	19488979	19532701
ENSOCUG00000037322	GL018803	193119	194279
ENSOCUG00000011586	4	33394683	33409403
ENSOCUG00000033022	16	73058043	73058358
ENSOCUG00000015286	X	26109758	26180043
ENSOCUG00000029997	16	73068665	73071447
ENSOCUG00000017812	17	15191160	15592538
ENSOCUG00000017860	18	45995686	46008602
ENSOCUG00000035210	10	6508635	6555335
ENSOCUG00000034338	16	73117325	73118806
ENSOCUG00000001590	12	32550283	32565018
ENSOCUG00000017986	17	76798703	76798810
ENSOCUG00000018540	X	68615965	68616092
ENSOCUG00000029155	18	24785094	24787214
ENSOCUG00000011903	7	126851507	126877160
ENSOCUG00000025960	17	76877454	76877915
ENSOCUG00000011400	3	113494188	113562707
ENSOCUG00000019719	7	171407449	171407611
ENSOCUG00000036146	18	25027382	25175337
ENSOCUG00000023717	13	139133457	139142614
ENSOCUG00000038866	GL018803	272283	278525
ENSOCUG00000034673	18	25119920	25120063
ENSOCUG00000015140	17	76951524	76959872
ENSOCUG00000028381	7	65196996	65197102
ENSOCUG00000028570	17	77172932	77173032
ENSOCUG00000018671	7	55329478	55329587
ENSOCUG00000029883	17	77259452	77279329
ENSOCUG00000030894	7	65217433	65217524
ENSOCUG00000024319	X	68666401	68676162
ENSOCUG00000010095	19	7666862	7697362
ENSOCUG00000005040	1	92423	95845
ENSOCUG00000010621	X	88008132	88035900
ENSOCUG00000005979	15	50312406	50334125
ENSOCUG00000020089	X	63168641	63168748
ENSOCUG00000028811	15	17682100	17682205
ENSOCUG00000036085	14	125271720	125273308
ENSOCUG00000017124	7	20943782	20966812
ENSOCUG00000012636	15	18073039	18074715
ENSOCUG00000015345	10	6560952	6645818
ENSOCUG00000014292	20	14078746	14103136
ENSOCUG00000010695	2	157718333	158205131
ENSOCUG00000016800	13	63629973	63857962
ENSOCUG00000007669	17	20043418	20258975
ENSOCUG00000027277	7	73183823	73432553
ENSOCUG00000013881	1	15371031	15390517
ENSOCUG00000036170	12	10794163	10804849
ENSOCUG00000036629	12	92868549	92871104
ENSOCUG00000013557	8	36783870	36956257
ENSOCUG00000033424	12	10795225	10795784
ENSOCUG00000003010	13	42736084	42738747
ENSOCUG00000037658	12	92932177	92960963
ENSOCUG00000027407	12	10796618	10806731
ENSOCUG00000000732	8	43047133	43084491
ENSOCUG00000027474	12	31314402	31364391
ENSOCUG00000031412	8	55216702	55256506
ENSOCUG00000034112	8	55410077	55597689
ENSOCUG00000036556	8	55476422	55478165
ENSOCUG00000037130	8	55756263	55760173
ENSOCUG00000011508	11	53666059	53912638
ENSOCUG00000038476	8	43097191	43137253
ENSOCUG00000034957	8	55768939	55827758
ENSOCUG00000003095	14	110896392	110941169
ENSOCUG00000015296	10	32138659	32171602
ENSOCUG00000011533	18	25243568	25308955
ENSOCUG00000009182	3	58080596	58082658
ENSOCUG00000007927	9	91097928	91113279
ENSOCUG00000018975	3	50155731	50155808
ENSOCUG00000012872	4	4224103	4250867
ENSOCUG00000036776	9	91151952	91159265
ENSOCUG00000014619	17	7979109	7980601
ENSOCUG00000010715	17	77501027	77543061
ENSOCUG00000034893	2	35967619	35970159
ENSOCUG00000034012	9	91204758	91219684
ENSOCUG00000039513	17	15282297	15282617
ENSOCUG00000009901	13	8358245	8442160
ENSOCUG00000030555	4	81773988	81891810
ENSOCUG00000035667	12	4850480	4851701
ENSOCUG00000004491	1	171995954	172028705
ENSOCUG00000017375	4	39728128	39750433
ENSOCUG00000037490	13	131790535	131801530
ENSOCUG00000010281	20	3100890	3206799
ENSOCUG00000008599	10	32238719	32257501
ENSOCUG00000012090	19	48922101	49105536
ENSOCUG00000021433	20	27101106	27101212
ENSOCUG00000003728	GL018803	283791	454051
ENSOCUG00000001779	X	104247465	104285588
ENSOCUG00000020214	X	63203067	63203125
ENSOCUG00000018474	X	63272622	63272702
ENSOCUG00000004978	18	46008465	46163065
ENSOCUG00000013961	10	6671033	7032478
ENSOCUG00000000721	1	174741307	174835777
ENSOCUG00000014576	2	92735622	92807957
ENSOCUG00000002858	18	25387567	25400950
ENSOCUG00000024243	18	25544720	25544827
ENSOCUG00000035483	18	46016821	46016879
ENSOCUG00000008609	10	32252775	32255019
ENSOCUG00000025551	10	32350921	32351322
ENSOCUG00000010643	14	74678901	74697085
ENSOCUG00000006839	16	37466105	37562121
ENSOCUG00000027863	1	53570312	53571634
ENSOCUG00000007816	13	52735656	52738484
ENSOCUG00000014767	3	96654582	96822522
ENSOCUG00000037030	16	60354912	60383142
ENSOCUG00000031687	13	87972922	87973058
ENSOCUG00000038966	8	36978545	36979689
ENSOCUG00000031298	X	68699583	68717424
ENSOCUG00000031926	16	73126716	73127028
ENSOCUG00000023808	8	36994452	37134872
ENSOCUG00000017415	16	60416052	60417797
ENSOCUG00000001088	X	68755877	68761174
ENSOCUG00000016150	X	68816802	68818963
ENSOCUG00000020301	X	50634335	50634439
ENSOCUG00000022850	1	144187784	144227113
ENSOCUG00000026246	10	32533717	32608092
ENSOCUG00000011032	17	43572906	43574862
ENSOCUG00000013016	9	91296575	91348778
ENSOCUG00000031544	10	32737214	32785394
ENSOCUG00000017326	17	28855967	28893341
ENSOCUG00000007924	13	31321012	31329121
ENSOCUG00000014747	X	63507025	63525187
ENSOCUG00000003388	15	74169454	74234703
ENSOCUG00000017850	12	93022191	93149951
ENSOCUG00000039391	7	55490968	55492038
ENSOCUG00000034496	12	10807183	10808094
ENSOCUG00000038623	15	50372407	50405859
ENSOCUG00000006757	12	10816403	10816861
ENSOCUG00000017437	20	27524700	27657247
ENSOCUG00000036173	13	16525049	16526423
ENSOCUG00000027238	4	55722029	55722775
ENSOCUG00000020588	4	17745385	17745488
ENSOCUG00000033893	4	81779044	82006521
ENSOCUG00000024389	13	36157733	36187513
ENSOCUG00000002693	20	14152145	14247171
ENSOCUG00000016630	8	6368815	6547738
ENSOCUG00000002976	13	8453814	8557389
ENSOCUG00000009717	20	27685487	27725809
ENSOCUG00000024811	20	27689767	27689893
ENSOCUG00000023211	7	60498736	60499897
ENSOCUG00000038004	7	166663210	166707771
ENSOCUG00000014771	19	39589728	39605001
ENSOCUG00000033702	19	13411928	13414191
ENSOCUG00000009713	20	27722938	27737069
ENSOCUG00000034427	8	56069756	56070090
ENSOCUG00000017623	16	73277352	73296532
ENSOCUG00000036030	8	56149470	56151044
ENSOCUG00000022085	2	28878403	28878810
ENSOCUG00000001438	20	27737126	27759450
ENSOCUG00000027343	2	35975313	36000020
ENSOCUG00000023894	17	15469374	15469811
ENSOCUG00000037233	14	125346385	125348153
ENSOCUG00000039400	17	15667525	15667716
ENSOCUG00000025662	17	15713902	15714366
ENSOCUG00000017765	20	14269332	14315892
ENSOCUG00000011265	17	28894611	28904677
ENSOCUG00000035766	20	3213339	3214442
ENSOCUG00000010482	GL018803	296013	327619
ENSOCUG00000015198	3	82499102	82528636
ENSOCUG00000018333	3	96816254	96816381
ENSOCUG00000033338	3	150325321	150326553
ENSOCUG00000034596	3	150325510	150326511
ENSOCUG00000008068	14	60388864	60476468
ENSOCUG00000009953	10	32908283	33062169
ENSOCUG00000012655	4	10308094	10532096
ENSOCUG00000008418	8	37132821	37246078
ENSOCUG00000014289	3	143525107	143528319
ENSOCUG00000016249	12	120280415	120336639
ENSOCUG00000001434	20	27803122	27895765
ENSOCUG00000022186	12	102170629	102170749
ENSOCUG00000031957	2	114107767	114111588
ENSOCUG00000033438	12	102375770	102376813
ENSOCUG00000030144	2	114254226	114273028
ENSOCUG00000015967	13	21069413	21112680
ENSOCUG00000036814	12	102773120	102884865
ENSOCUG00000035904	13	110576804	110641610
ENSOCUG00000031316	12	103053409	103053509
ENSOCUG00000021704	19	43397725	43405632
ENSOCUG00000031080	7	65501100	65502182
ENSOCUG00000005022	17	40910887	40913846
ENSOCUG00000028783	17	8028386	8028492
ENSOCUG00000027592	7	65994423	65995070
ENSOCUG00000015957	13	21157279	21167169
ENSOCUG00000035389	2	12949967	12972066
ENSOCUG00000004505	8	37266415	37302485
ENSOCUG00000032305	19	13546313	13589619
ENSOCUG00000012012	17	8084939	8089653
ENSOCUG00000028317	13	110577689	110577796
ENSOCUG00000009246	12	42896306	42912661
ENSOCUG00000039465	7	56732498	56782035
ENSOCUG00000032673	8	37292633	37292837
ENSOCUG00000024940	7	57636467	57636574
ENSOCUG00000008707	X	50838827	50841913
ENSOCUG00000033007	13	110987052	111043501
ENSOCUG00000019164	8	37298825	37298932
ENSOCUG00000034646	13	111223894	111229311
ENSOCUG00000016267	X	63596022	63727139
ENSOCUG00000031442	13	111293389	111369557
ENSOCUG00000000819	1	58291841	58350353
ENSOCUG00000011067	9	19814267	19826387
ENSOCUG00000007620	2	114277921	114294777
ENSOCUG00000024845	13	111347369	111348113
ENSOCUG00000032361	10	16189006	16190016
ENSOCUG00000007820	11	16482844	16624564
ENSOCUG00000012976	1	104460634	104461649
ENSOCUG00000031371	10	16190074	16193934
ENSOCUG00000022328	13	109041224	109042162
ENSOCUG00000039430	4	82083721	82085940
ENSOCUG00000027272	13	138046456	138047559
ENSOCUG00000021867	1	190635928	190644747
ENSOCUG00000012951	10	16484261	16484395
ENSOCUG00000038503	10	16489703	16573697
ENSOCUG00000009044	13	41763925	41766674
ENSOCUG00000030409	16	19484879	19485632
ENSOCUG00000009248	11	62811849	62825087
ENSOCUG00000009872	2	146569787	146636719
ENSOCUG00000010425	3	96996328	97000226
ENSOCUG00000036683	3	150331348	150332418
ENSOCUG00000017424	16	60423719	60431457
ENSOCUG00000010474	GL018803	345623	401380
ENSOCUG00000005872	2	28994736	29052762
ENSOCUG00000003521	18	25621270	26164974
ENSOCUG00000015449	20	3278964	3389964
ENSOCUG00000038568	11	53916648	53932859
ENSOCUG00000022355	19	13629994	13631767
ENSOCUG00000035239	X	68982268	68983293
ENSOCUG00000016524	14	161234855	161447396
ENSOCUG00000023744	17	69398396	69463006
ENSOCUG00000015094	17	15845722	15931123
ENSOCUG00000015425	19	39614062	39642686
ENSOCUG00000021409	20	14335874	14342532
ENSOCUG00000001430	20	27915440	27926402
ENSOCUG00000016185	X	104331934	104351405
ENSOCUG00000030270	20	14396715	14398820
ENSOCUG00000029043	10	16617751	16621019
ENSOCUG00000011960	13	131801551	131913573
ENSOCUG00000037347	4	17833911	17834105
ENSOCUG00000034388	7	166756314	166758382
ENSOCUG00000030453	12	23119986	23121813
ENSOCUG00000002913	X	104399742	104472777
ENSOCUG00000038437	13	142953573	142958477
ENSOCUG00000025972	12	143463279	143463417
ENSOCUG00000027477	X	88037111	88038859
ENSOCUG00000016944	12	93167902	93202883
ENSOCUG00000038404	12	143704735	143704865
ENSOCUG00000013238	X	104477872	104514268
ENSOCUG00000017862	13	16547775	16602319
ENSOCUG00000038721	13	55667414	55668018
ENSOCUG00000024760	12	143932721	143933511
ENSOCUG00000034497	12	20686872	20686954
ENSOCUG00000024615	13	121888012	121888127
ENSOCUG00000036578	13	34742490	34744906
ENSOCUG00000008657	2	158957495	158963170
ENSOCUG00000003723	20	14401640	14454068
ENSOCUG00000010732	17	77594646	77661229
ENSOCUG00000030327	13	21177368	21182344
ENSOCUG00000035851	13	111634518	111669071
ENSOCUG00000031169	16	19659865	19661163
ENSOCUG00000031496	16	19674011	19675123
ENSOCUG00000035457	20	14401640	14444414
ENSOCUG00000025480	7	66689868	66690797
ENSOCUG00000030810	16	19781708	19782420
ENSOCUG00000033059	16	19782872	19783455
ENSOCUG00000016206	3	74046937	74064171
ENSOCUG00000024818	17	28915380	28934358
ENSOCUG00000005253	9	50050951	50234578
ENSOCUG00000004983	18	46298109	46345480
ENSOCUG00000032544	3	50756697	50760913
ENSOCUG00000012552	15	18173522	18459851
ENSOCUG00000005429	14	83372773	83395072
ENSOCUG00000025345	3	58081410	58107521
ENSOCUG00000022886	14	125547422	125547528
ENSOCUG00000031407	14	126194025	126194205
ENSOCUG00000014399	15	50407290	50407649
ENSOCUG00000026669	GL018803	401290	415538
ENSOCUG00000028108	12	21867276	21869482
ENSOCUG00000008715	X	50891619	50899604
ENSOCUG00000019006	X	106743541	106743647
ENSOCUG00000007663	9	91384591	91458556
ENSOCUG00000039620	12	103367444	103372927
ENSOCUG00000035814	X	106787030	106788214
ENSOCUG00000029665	11	4338876	4339937
ENSOCUG00000032633	X	69021490	69021552
ENSOCUG00000039270	X	106922782	106922964
ENSOCUG00000018966	X	69057695	69057788
ENSOCUG00000012946	8	37314705	37492177
ENSOCUG00000028677	X	69162498	69162600
ENSOCUG00000022713	X	44583081	44662190
ENSOCUG00000018835	X	22190037	22190164
ENSOCUG00000011535	11	53934921	53992169
ENSOCUG00000034283	3	150386599	150455663
ENSOCUG00000001425	20	27926423	27993359
ENSOCUG00000020623	11	4394064	4394187
ENSOCUG00000035224	17	57094942	57096012
ENSOCUG00000034224	3	38955553	38955930
ENSOCUG00000019757	3	57512138	57512281
ENSOCUG00000027454	3	150418853	150418912
ENSOCUG00000008330	4	55834417	55854515
ENSOCUG00000035397	3	57526541	57526853
ENSOCUG00000012213	10	33092647	33495275
ENSOCUG00000006709	19	28132165	28239391
ENSOCUG00000003177	1	188845309	188846253
ENSOCUG00000018988	1	53642159	53642322
ENSOCUG00000002025	8	100934334	101295989
ENSOCUG00000026956	2	169745030	169751464
ENSOCUG00000035561	20	14460459	14488185
ENSOCUG00000023846	8	37503424	37503678
ENSOCUG00000019054	2	146817500	146817627
ENSOCUG00000013808	20	14488206	14489333
